cycle,first(list<ville>(ville) where (each.compte_ville = 0)).S,first(list<ville>(ville) where (each.compte_ville = 0)).I,first(list<ville>(ville) where (each.compte_ville = 0)).Le,first(list<ville>(ville) where (each.compte_ville = 0)).Lf,first(list<ville>(ville) where (each.compte_ville = 0)).T,first(list<ville>(ville) where (each.compte_ville = 0)).K,first(list<ville>(ville) where (each.compte_ville = 0)).R1,first(list<ville>(ville) where (each.compte_ville = 0)).R2
0,1665.6666666666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1649.6312431361107,0.9902604695886148,0.1620530199104944,0.00066596666689403,0.00009916629350115,0.00029749888050344,0.00904340302778114,0.00269148899636343
2,1649.5977629529473,0.9807443259537146,0.3177474092482289,0.00262053923055752,0.00019668915271256,0.00059006745813767,0.01934827677064829,0.00575841570555009
3,1649.5658386277787,0.9715225625631629,0.4687519636831122,0.00580346313321144,0.00029260571217561,0.00087781713652684,0.03088059691706276,0.00919065384436392
4,1649.5354216993114,0.9625873641948707,0.6152094268330962,0.01016255224796295,0.0003869559970235,0.00116086799107051,0.04361373841287773,0.01298027928954694
5,1649.5064649998235,0.9539311286654443,0.7572583752694738,0.01564738421374015,0.00047977898814338,0.00143933696443014,0.05752177278109796,0.01711957523246963
6,1649.4789226195692,0.9455464611886742,0.8950333380675437,0.0222092461016407,0.00057111265032737,0.00171333795098211,0.07257944949008878,0.021601026633955
7,1649.4527498721484,0.9374261688745706,1.0286649129845364,0.02980108168436857,0.00066099395967422,0.00198298187902265,0.08876217783935711,0.026417314833142
8,1649.4279032608124,0.9295632553659857,1.158279879357984,0.03837744026269591,0.00074945893026063,0.0022483767907819,0.10604600934815486,0.03156131230599847
9,1649.4043404456827,0.9219509156098955,1.2840013078152286,0.04789442700418095,0.00083654264010089,0.00250962792030267,0.12440762063258745,0.03702607756922245
10,1649.382020211859,0.9145825307604416,1.4059486668823513,0.05830965475063125,0.00092227925641288,0.00276683776923863,0.14382429675732833,0.04280485022539533
11,1649.3609024383934,0.9074516632108692,1.5242379265784363,0.06958219725202613,0.0010067020602084,0.00302010618062519,0.16427391504844735,0.04889104614537124
12,1649.3409480681057,0.9005520517515315,1.6389816590787853,0.08167254378580302,0.00108984347022506,0.00326953041067519,0.1857349293542542,0.05527825278400423
13,1649.322119078222,0.8938776068511678,1.7502891365284567,0.09454255512157021,0.00117173506621673,0.00351520519865018,0.20818635474144032,0.06196022462542867
14,1649.3043784518095,0.8874224060586995,1.858266426085308,0.10815542079243558,0.00125240761161907,0.00375722283485722,0.23160775261417305,0.06893087875421818
15,1649.2876901499908,0.8811806895228282,1.9630164822695955,0.12247561763523582,0.00133189107560651,0.00399567322681955,0.25597921624415587,0.07618429054885593
16,1649.2720190849143,0.8751468556267586,2.0646392366951045,0.13746886956301668,0.0014102146545562,0.00423064396366861,0.28128135670001664,0.08371468949405259
17,1649.2573310934617,0.8693154567354098,2.163231685254749,0.15310210853414996,0.0014874067929346,0.0044622203788038,0.30749528916472274,0.09151645510854844
18,1649.2435929116732,0.8636811950525212,2.25888797283162,0.16934343668348162,0.00156349520362167,0.004690485610865,0.33460261963005344,0.09958411298513496
19,1649.2307721498703,0.8582389185851002,2.351699475604526,0.18616208958188465,0.00163850688768737,0.00491552066306212,0.36258543195747445,0.10791233093972455
20,1649.2188372684582,0.8529836172127,2.4417548810151994,0.2035284005915421,0.00171246815363485,0.00513740446090456,0.39142627529506935,0.1164959152663897
21,1649.2077575543897,0.8479104188590619,2.5291402654625146,0.22141376628521395,0.00178540463612426,0.00535621390837279,0.4211081518404841,0.1253298070953822
22,1649.1975030982717,0.8430145857636964,2.6139391697872876,0.23979061289864068,0.00185734131419094,0.00557202394257283,0.4516145049401289,0.13440907885122885
23,1649.1880447720998,0.8382915108510218,2.696232672609489,0.258632363786112,0.00192830252897127,0.0057849075869138,0.48292920751516366,0.14372893080808444
24,1649.1793542076002,0.8337367141947251,2.776099461578021,0.2779134078500823,0.00199831200094913,0.0059949360028474,0.5150365508050698,0.15328468773960413
25,1649.171403775166,0.8293458395750468,2.8536159025915544,0.2976090689165404,0.00206739284673581,0.00620217854020743,0.5479212334198733,0.16307179566067662
26,1649.16416656337,0.8251146511267438,2.9288561070473333,0.31769557602864634,0.00213556759539548,0.00640670278618645,0.5815683506923419,0.17308581865843514
27,1649.1576163590385,0.8210390300755187,3.0018919971732863,0.3381500346319316,0.00220285820432858,0.00660857461298573,0.615963384321732,0.18332243581003932
28,1649.151727627873,0.817114971560755,3.072793369497267,0.358950398625118,0.00226928607472462,0.00680785822417385,0.6510921923008998,0.19377743818479162
29,1649.1464754956007,0.8133385815424341,3.141627956505771,0.3800754432513508,0.00233487206659606,0.00700461619978817,0.6869409991188288,0.20444672592822286
30,1649.1418357296445,0.809706073790159,3.208461486543039,0.4015047388053609,0.00239963651340429,0.00719890954021288,0.7234963862308548,0.21532630542584966
31,1649.1377847212948,0.8062137669522463,3.273357742000035,0.4232186251327677,0.00246359923628874,0.00739079770886623,0.7607452827890866,0.22641228654437104
32,1649.1342994683705,0.8028580817028942,3.336378615841465,0.4451981868984159,0.00252677955790959,0.00758033867372878,0.7986749566257434,0.23770087994813796
33,1649.1313575583574,0.7996355379654753,3.397584166517624,0.46742522960129773,0.00258919631591457,0.0077675889477437,0.8372730054823317,0.24918839448878924
34,1649.128937152008,0.7965427522100427,3.457032671306608,0.489882256314255,0.00265086787603982,0.00795260362811947,0.8765273484777909,0.2608712346660092
35,1649.1270169673924,0.7935764348231814,3.5147806781311424,0.5125524451272777,0.00271181214485478,0.00813543643456433,0.9164262178089324,0.27274589815742034
36,1649.1255762643884,0.7907333875483747,3.570883055893068,0.5354196272738238,0.00277204658216044,0.00831613974648131,0.9569581506766887,0.2848089734156811
37,1649.1245948295968,0.7880105009950986,3.625393043367332,0.5584682659201725,0.00283158821305058,0.00849476463915173,0.9981119814318739,0.2970571373309148
38,1649.1240529616707,0.7854047522148936,3.678362296696158,0.5816834355983972,0.00289045363964484,0.00867136091893452,1.0398768339343347,0.3094871529566472
39,1649.1239314570498,0.7829132023427046,3.72984093552297,0.6050508022640991,0.00294865905250261,0.00884597715750783,1.0822421141195515,0.3220958672974855
40,1649.1242115960856,0.780532994301817,3.7798775878045068,0.6285566039605862,0.00300622024172631,0.00901866072517891,1.125197502766912,0.33488020915681904
41,1649.1248751295486,0.778261350570755,3.8285194333385344,0.6521876320717046,0.00306315260776243,0.0091894578232873,1.1687329484640503,0.3478371870428721
42,1649.1259042655063,0.7760955710105459,3.8758122460434943,0.6759312131460427,0.00311947117190867,0.00935841351572602,1.212838660761797,0.36096388713148714
43,1649.1272816565622,0.7740330307507913,3.9218004350254305,0.699775191275724,0.00317519058653486,0.00952557175960456,1.2575051035144515,0.3742574712840629
44,1649.1289903874456,0.7720711781330205,3.9665270844665437,0.7237079110134861,0.00323032514502568,0.00969097543507703,1.3027229884002267,0.387715175119115
45,1649.1310139629431,0.7702075327098397,4.010033992368775,0.7477182008122147,0.00328488879145265,0.00985466637435796,1.3484832686168708,0.40133430613597343
46,1649.1333362961614,0.7684396832984233,4.052361708184874,0.7717953569715543,0.00333889512998269,0.01001668538994807,1.3947771327476115,0.41511224188917006
47,1649.135941697113,0.7667652860869292,4.093549569368518,0.7959291280766605,0.00339235743403042,0.01017707230209126,1.4415959987927007,0.42904642821211325
48,1649.1388148616165,0.7651820627924535,4.133635736874151,0.8201096999145914,0.00344528865516129,0.01033586596548386,1.4889315083619785,0.443134377488684
49,1649.1419408605016,0.7636877988691724,4.17265722963636,0.8443276808542507,0.00349770143175217,0.0104931042952565,1.5367755210240028,0.45737366697142934
50,1649.14530512911,0.7622803417653538,4.210649958057778,0.8685740876762017,0.00354960809741612,0.01064882429224835,1.5851201088074127,0.47176193714506326
51,1649.1488934570878,0.7609575992279501,4.247648756533683,0.8928403318390682,0.00360102068919771,0.01080306206759312,1.633957550850325,0.4862968901340253
52,1633.1526919784544,0.7597175376535179,4.2836874150406725,0.9171182061696194,0.00365195095554518,0.01095585286663553,1.6832803281936743,0.5009762881528792
53,1633.1566587608468,0.7584970072556919,4.317651754442688,0.9413951717213006,0.00370240731900654,0.01110722195701963,1.7330760269685546,0.5157964365977841
54,1633.1608172696756,0.7573544768784559,4.350735776586953,0.9656592033987077,0.0037523979045779,0.01125719371373369,1.7833324574779383,0.5307537075827197
55,1633.1651548642362,0.7562880915275371,4.382969766450401,0.989903393631075,0.00380193360533552,0.01140580081600655,1.834042723048342,0.5458460485262923
56,1633.169659206191,0.7552960481830782,4.414383098053109,1.0141211597957784,0.00385102505695998,0.01155307517087994,1.8852001068864799,0.5610714603828809
57,1633.1743182510993,0.7543765943796521,4.44500426126727,1.0383062330587742,0.00389968264462002,0.01169904793386005,1.9367980676043466,0.5764279963108174
58,1633.1791202401798,0.7535280268252241,4.474860887853575,1.0624526475623668,0.00394791650966935,0.01184374952900807,1.9888302348638813,0.5919137603761552
59,1633.184053692298,0.7527486900580234,4.503979776747015,1.086554729949993,0.00399573655616163,0.01198720966848488,2.0412904051379326,0.6075269062910514
60,1633.189107396174,0.7520369751403085,4.532386918613487,1.1106070892180027,0.00404315245718832,0.01212945737156496,2.094172537584332,0.6232656361858131
61,1633.194270402804,0.7513913183880401,4.560107519697989,1.1346046068847184,0.00409017366104467,0.01227052098313402,2.1474707500299877,0.6391281994136868
62,1633.1995320180893,0.7508102001354955,4.587166024984607,1.1585424274673222,0.00413680939722816,0.01241042819168447,2.201179315061982,0.6551128913874946
63,1633.2048817956677,0.7502921435338893,4.61358614068792,1.1824159492574067,0.00418306868227419,0.01254920604682257,2.2552926562227484,0.6712180524472465
64,1633.210309529941,0.7498357133830826,4.6393908560949,1.2062208153862866,0.00422896032543353,0.01268688097630057,2.3098053443064837,0.687442066757882
65,1633.2158052492935,0.7494395149954924,4.664602464775854,1.2299529051714222,0.00427449293419568,0.01282347880258704,2.364712093754032,0.703783361236319
66,1633.2213592094952,0.7491021930913302,4.6892425851824076,1.2536083257355675,0.00431967491966259,0.01295902475898777,2.4200077591435556,0.7202404045070105
67,1633.226961887288,0.7488224307243263,4.713332180650064,1.2771834038904883,0.00436451450177664,0.01309354350532993,2.4756873317743775,0.7368117058852314
68,1633.232603974145,0.7485989482371144,4.736891578822329,1.3006746782773433,0.00440901971440709,0.01322705914322127,2.5317459363414625,0.75349581438734
69,1633.2382763702003,0.7484305022454741,4.759940490512943,1.3240788917560404,0.00445319841029868,0.01335959523089605,2.588178827698066,0.7702913177672815
70,1633.2439701783474,0.7483158846506507,4.782498028022295,1.347392984036116,0.0044970582658864,0.0134911747976592,2.6449813877041546,0.7871968415786174
71,1633.2496766984955,0.7482539216789885,4.804582722923612,1.370614084541891,0.00454060678597986,0.01362182035793959,2.7021491221582643,0.8042110482613881
72,1633.2553874219848,0.7482434729481394,4.826212543334122,1.393739505504879,0.00458385130832109,0.01375155392496328,2.759677657810541,0.8213326362531372
73,1633.261094026153,0.7482834305591219,4.847404910685894,1.4167667352766145,0.00462679900801905,0.01388039702405714,2.817562739454742,0.8385603391234351
74,1633.2667883690508,0.7483727182135289,4.868176716010721,1.4396934318552845,0.00466945690186436,0.01400837070559308,2.8758002270970757,0.8558929247312724
75,1633.272462484301,0.7485102903551996,4.888544335752933,1.462517416619723,0.00471183185252757,0.0141354955575827,2.9343860931997896,0.8733291944046991
76,1633.278108576098,0.748695131335689,4.908523647123676,1.485236668264529,0.00475393057264402,0.01426179171793205,2.9933164199974835,0.890867982142108
77,1640.2837190143425,0.7489262546028855,4.928130043009806,1.5078493169302438,0.00479575962878862,0.01438727888636585,3.0525873968841832,0.9085081538345783
78,1648.289305823719,0.7492291129321574,4.947873593027538,1.5303556669864347,0.00483732675956197,0.0145119802786859,3.1121975134305897,0.9262492599495802
79,1648.2948596136264,0.7496069563557127,4.967834128630296,1.5527584194122017,0.00487864108192831,0.01463592324578493,3.172147863257932,0.9440916259696226
80,1648.3003458184335,0.7500291311146134,4.987453362205974,1.5750582807604163,0.00491971028687435,0.01475913086062304,3.2324374315896596,0.9620349498778749
81,1648.305757225367,0.7504947477264302,5.006745325906022,1.5972537374798228,0.0049605404384806,0.01488162131544181,3.293062787916435,0.9800782106894151
82,1648.3110867681864,0.7510029425547886,5.025723623886462,1.6193434066457566,0.00500113747165108,0.01500341241495325,3.354020598714219,0.9982204162839936
83,1648.3163275229442,0.7515528771108334,5.044401445155993,1.6413260309782387,0.00504150719554502,0.01512452158663508,3.4153076251697962,1.0164606027291059
84,1648.3214727038603,0.7521437373741615,5.062791576050486,1.6632004740221908,0.00508165529691633,0.01524496589074899,3.4769207209662323,1.0347978336209023
